Fecha,Productos,Ingreso,Tienda,Ventas
21/05/2021,19,8735,1,52
22/05/2021,36,6069,1,60
23/05/2021,43,6114,1,95
24/05/2021,45,9866,1,47
25/05/2021,45,7713,1,16
26/05/2021,37,6761,1,15
27/05/2021,30,5418,1,5
28/05/2021,41,7312,1,49
29/05/2021,21,5802,1,51
30/05/2021,39,6725,1,12
31/05/2021,26,8984,1,13
01/06/2021,50,5483,1,45
02/06/2021,25,9203,1,24
03/06/2021,25,5084,1,78
04/06/2021,50,8233,1,71
05/06/2021,23,5279,1,16
06/06/2021,20,6809,1,54
07/06/2021,15,7493,1,75
08/06/2021,26,9243,1,76
09/06/2021,29,8490,1,73
10/06/2021,33,9582,1,98
11/06/2021,45,5439,1,31
12/06/2021,21,6101,1,62
13/06/2021,18,9507,1,31
14/06/2021,35,9533,1,36
15/06/2021,22,9645,1,52
16/06/2021,39,7005,1,37
17/06/2021,32,6757,1,20
18/06/2021,30,7204,1,42
19/06/2021,30,8929,1,65
20/06/2021,50,5713,1,61
21/06/2021,35,6243,1,3
22/06/2021,48,8660,1,7
23/06/2021,28,6912,1,87
24/06/2021,37,5819,1,71
25/06/2021,32,9468,1,15
26/06/2021,41,5271,1,46
27/06/2021,39,7584,1,41
28/06/2021,36,6299,1,41
29/06/2021,39,8764,1,89
30/06/2021,24,8457,1,8
01/07/2021,24,7308,1,13
02/07/2021,23,8780,1,20
03/07/2021,39,6509,1,90
04/07/2021,19,5092,1,92
05/07/2021,24,5893,1,82
06/07/2021,23,5222,1,55
07/07/2021,15,8179,1,49
08/07/2021,29,7943,1,24
09/07/2021,27,8252,1,65
10/07/2021,26,9120,1,87
11/07/2021,15,8991,1,74
12/07/2021,43,5801,1,17
13/07/2021,18,9070,1,37
14/07/2021,43,6032,1,10
15/07/2021,37,8524,1,90
16/07/2021,43,6782,1,90
17/07/2021,48,5452,1,19
18/07/2021,41,5538,1,1
19/07/2021,15,5860,1,39
20/07/2021,15,7090,1,91
21/07/2021,30,8236,1,80
22/07/2021,24,7868,1,69
23/07/2021,28,5445,1,84
24/07/2021,45,5225,1,73
25/07/2021,25,6372,1,17
26/07/2021,27,8234,1,30
27/07/2021,31,6935,1,80
28/07/2021,23,9700,1,72
29/07/2021,49,7048,1,1
30/07/2021,33,5454,1,80
31/07/2021,28,9947,1,58
01/08/2021,40,6668,1,20
02/08/2021,26,5141,1,1
03/08/2021,24,6768,1,50
04/08/2021,43,5210,1,61
05/08/2021,40,5448,1,59
06/08/2021,24,7789,1,100
07/08/2021,38,7387,1,1
08/08/2021,19,8119,1,48
09/08/2021,38,9191,1,83
10/08/2021,49,5502,1,14
11/08/2021,30,7270,1,52
12/08/2021,38,6578,1,3
13/08/2021,35,6081,1,28
14/08/2021,38,7826,1,96
15/08/2021,31,6159,1,70
16/08/2021,20,9058,1,58
17/08/2021,19,7918,1,69
18/08/2021,27,5616,1,34
19/08/2021,39,9855,1,94
20/08/2021,17,5980,1,64
21/08/2021,17,5682,1,52
22/08/2021,30,8167,1,41
23/08/2021,46,7617,1,74
24/08/2021,39,8848,1,58
25/08/2021,34,5266,1,73
26/08/2021,27,9249,1,3
27/08/2021,24,8466,1,50
28/08/2021,37,5301,1,13
29/08/2021,45,9915,1,34
30/08/2021,44,8932,1,8
31/08/2021,22,7381,1,65
01/09/2021,20,7925,1,45
02/09/2021,50,7625,1,27
03/09/2021,41,5755,1,21
04/09/2021,31,8095,1,36
05/09/2021,32,5014,1,59
06/09/2021,28,8616,1,53
07/09/2021,30,7115,1,68
08/09/2021,35,6075,1,82
09/09/2021,29,5030,1,72
10/09/2021,41,9329,1,94
11/09/2021,39,6890,1,24
12/09/2021,36,8187,1,97
13/09/2021,24,9851,1,54
14/09/2021,46,6881,1,34
15/09/2021,44,9544,1,71
16/09/2021,25,7597,1,21
17/09/2021,23,5185,1,74
18/09/2021,36,8253,1,96
19/09/2021,35,6403,1,43
20/09/2021,24,6316,1,72
21/09/2021,39,9959,1,86
22/09/2021,17,8298,1,8
23/09/2021,45,5620,1,8
24/09/2021,28,5229,1,31
25/09/2021,48,6550,1,34
26/09/2021,24,9449,1,66
27/09/2021,24,7350,1,51
28/09/2021,26,8122,1,38
29/09/2021,31,9601,1,23
30/09/2021,17,8707,1,86
01/10/2021,33,6905,1,28
02/10/2021,20,6065,1,11
03/10/2021,44,7706,1,97
04/10/2021,37,7809,1,13
05/10/2021,35,6069,1,70
06/10/2021,26,6265,1,98
07/10/2021,38,8823,1,12
08/10/2021,15,7693,1,57
09/10/2021,49,7881,1,26
10/10/2021,38,6459,1,8
11/10/2021,30,7391,1,36
12/10/2021,38,7694,1,87
13/10/2021,28,5348,1,83
14/10/2021,28,6860,1,3
15/10/2021,50,8935,1,100
16/10/2021,20,8738,1,86
17/10/2021,29,9359,1,12
18/10/2021,18,7879,1,33
19/10/2021,33,8818,1,26
20/10/2021,40,9003,1,15
21/10/2021,35,9891,1,66
22/10/2021,33,9664,1,85
23/10/2021,36,9668,1,85
24/10/2021,40,8282,1,68
25/10/2021,43,9728,1,3
26/10/2021,41,8114,1,16
27/10/2021,44,5485,1,54
28/10/2021,41,9892,1,47
29/10/2021,20,5617,1,100
30/10/2021,18,6958,1,62
31/10/2021,22,5569,1,17
01/11/2021,46,5532,1,20
02/11/2021,38,8022,1,63
03/11/2021,44,9614,1,28
04/11/2021,21,9832,1,66
05/11/2021,29,9263,1,98
06/11/2021,47,9078,1,81
07/11/2021,20,6967,1,26
08/11/2021,36,6620,1,70
09/11/2021,16,7851,1,91
10/11/2021,50,5542,1,19
11/11/2021,39,8590,1,90
12/11/2021,34,9500,1,68
13/11/2021,17,5964,1,35
14/11/2021,23,7307,1,52
15/11/2021,46,6218,1,36
16/11/2021,15,8939,1,71
17/11/2021,36,6545,1,28
18/11/2021,41,8907,1,59
19/11/2021,42,5973,1,43
20/11/2021,30,8207,1,74
21/11/2021,23,9367,1,13
22/11/2021,41,8465,1,92
23/11/2021,34,7289,1,97
24/11/2021,19,9645,1,65
25/11/2021,18,6717,1,52
26/11/2021,21,8138,1,60
27/11/2021,15,6320,1,89
28/11/2021,41,5285,1,51
29/11/2021,40,9807,1,81
30/11/2021,20,5336,1,22
01/12/2021,18,5736,1,61
02/12/2021,28,8873,1,58
03/12/2021,31,9570,1,43
04/12/2021,35,5034,1,37
05/12/2021,40,8807,1,52
06/12/2021,28,8484,1,31
07/12/2021,35,5309,1,86
08/12/2021,44,9544,1,54
09/12/2021,41,8244,1,44
10/12/2021,29,9682,1,94
11/12/2021,22,9801,1,43
12/12/2021,50,8877,1,25
13/12/2021,28,9380,1,69
14/12/2021,50,7753,1,8
15/12/2021,33,8149,1,61
16/12/2021,28,6119,1,79
17/12/2021,22,7525,1,70
18/12/2021,32,8377,1,39
19/12/2021,18,7900,1,3
20/12/2021,35,5966,1,34
21/12/2021,23,9351,1,92
22/12/2021,40,5592,1,76
23/12/2021,45,8638,1,16
24/12/2021,39,8924,1,46
25/12/2021,44,5007,1,57
26/12/2021,45,8398,1,26
27/12/2021,37,5663,1,88
28/12/2021,42,6974,1,100
29/12/2021,48,7007,1,64
30/12/2021,41,9052,1,48
31/12/2021,33,9996,1,1
01/01/2019,25,5172,2,61
02/01/2019,22,9399,2,33
03/01/2019,42,7850,2,90
04/01/2019,39,8706,2,17
05/01/2019,28,8592,2,20
06/01/2019,41,9331,2,4
07/01/2019,18,9083,2,22
08/01/2019,23,9077,2,75
09/01/2019,50,8786,2,71
10/01/2019,19,9378,2,79
11/01/2019,31,7892,2,98
12/01/2019,46,9354,2,93
13/01/2019,47,7626,2,25
14/01/2019,46,8498,2,33
15/01/2019,28,8429,2,72
16/01/2019,44,6050,2,9
17/01/2019,43,9953,2,38
18/01/2019,29,8867,2,19
19/01/2019,29,6824,2,4
20/01/2019,48,6357,2,98
21/01/2019,36,9505,2,60
22/01/2019,41,7351,2,83
23/01/2019,41,5453,2,69
24/01/2019,28,6269,2,97
25/01/2019,28,5714,2,29
26/01/2019,45,7403,2,18
27/01/2019,40,9749,2,50
28/01/2019,32,6941,2,30
29/01/2019,15,9622,2,1
30/01/2019,29,6464,2,81
31/01/2019,20,9915,2,56
01/02/2019,45,9193,2,9
02/02/2019,22,6174,2,16
03/02/2019,45,5192,2,42
04/02/2019,28,6424,2,7
05/02/2019,25,9341,2,73
06/02/2019,29,9624,2,81
07/02/2019,20,6663,2,59
08/02/2019,43,9085,2,84
09/02/2019,34,8614,2,89
10/02/2019,32,9735,2,10
11/02/2019,15,7835,2,19
12/02/2019,47,5421,2,96
13/02/2019,45,7376,2,22
14/02/2019,27,9494,2,87
15/02/2019,40,7231,2,22
16/02/2019,15,6156,2,93
17/02/2019,31,7751,2,7
18/02/2019,29,9482,2,94
19/02/2019,28,8793,2,2
20/02/2019,43,7455,2,38
21/02/2019,32,9809,2,20
22/02/2019,16,8216,2,19
23/02/2019,15,8768,2,76
24/02/2019,45,9681,2,7
25/02/2019,28,8868,2,53
26/02/2019,39,6346,2,98
27/02/2019,15,6679,2,0
28/02/2019,41,9097,2,41
01/03/2019,31,6449,2,16
02/03/2019,25,8706,2,52
03/03/2019,36,8630,2,38
04/03/2019,39,5192,2,64
05/03/2019,39,8857,2,94
06/03/2019,43,8063,2,22
07/03/2019,17,9649,2,12
08/03/2019,20,5741,2,43
09/03/2019,26,8287,2,39
10/03/2019,38,6203,2,66
11/03/2019,35,8251,2,61
12/03/2019,26,9399,2,22
13/03/2019,30,8644,2,61
14/03/2019,48,8387,2,77
15/03/2019,26,5064,2,53
16/03/2019,46,5449,2,20
17/03/2019,22,5309,2,42
18/03/2019,17,6795,2,81
19/03/2019,31,6107,2,73
20/03/2019,32,8737,2,47
21/03/2019,28,6388,2,69
22/03/2019,26,7676,2,74
23/03/2019,27,5677,2,28
24/03/2019,35,8884,2,58
25/03/2019,35,5011,2,23
26/03/2019,44,7201,2,13
27/03/2019,32,7128,2,98
28/03/2019,22,6642,2,43
29/03/2019,16,7806,2,91
30/03/2019,31,9030,2,17
31/03/2019,36,7426,2,21
01/04/2019,46,5664,2,92
02/04/2019,49,5445,2,61
03/04/2019,23,5248,2,0
04/04/2019,36,7909,2,25
05/04/2019,41,5473,2,90
06/04/2019,39,9658,2,3
07/04/2019,28,8750,2,37
08/04/2019,26,5072,2,26
09/04/2019,25,6989,2,31
10/04/2019,34,8012,2,75
11/04/2019,45,8409,2,57
12/04/2019,27,8390,2,41
13/04/2019,28,5518,2,48
14/04/2019,35,8913,2,87
15/04/2019,32,9950,2,85
16/04/2019,33,7821,2,52
17/04/2019,31,5502,2,21
18/04/2019,40,6070,2,84
19/04/2019,49,9731,2,6
20/04/2019,48,5574,2,73
21/04/2019,31,6771,2,83
22/04/2019,39,5575,2,70
23/04/2019,18,6011,2,37
24/04/2019,32,9392,2,1
25/04/2019,34,7087,2,89
26/04/2019,19,8954,2,8
27/04/2019,22,8044,2,75
28/04/2019,48,8637,2,88
29/04/2019,26,9950,2,64
30/04/2019,48,6616,2,43
01/05/2019,17,6275,2,60
02/05/2019,43,5651,2,12
03/05/2019,27,5456,2,75
04/05/2019,16,6690,2,96
05/05/2019,31,9853,2,29
06/05/2019,42,5985,2,86
07/05/2019,23,7077,2,3
08/05/2019,26,7813,2,86
09/05/2019,29,6652,2,14
10/05/2019,16,8685,2,90
11/05/2019,46,7653,2,72
12/05/2019,15,8456,2,26
13/05/2019,44,7760,2,56
14/05/2019,40,9981,2,49
15/05/2019,31,7694,2,69
16/05/2019,20,6031,2,20
17/05/2019,34,6284,2,35
18/05/2019,19,8925,2,87
19/05/2019,20,8910,2,6
20/05/2019,28,5155,2,91
21/05/2019,32,5347,2,53
22/05/2019,48,6360,2,77
23/05/2019,48,5351,2,75
24/05/2019,26,6355,2,12
25/05/2019,27,8962,2,33
26/05/2019,36,9383,2,52
27/05/2019,22,5242,2,57
28/05/2019,34,5249,2,48
29/05/2019,39,8164,2,75
30/05/2019,36,6706,2,18
31/05/2019,23,5319,2,39
01/06/2019,33,9222,2,34
02/06/2019,28,8356,2,36
03/06/2019,24,9506,2,100
04/06/2019,27,8589,2,7
05/06/2019,36,5660,2,75
06/06/2019,37,7705,2,55
07/06/2019,47,8495,2,56
08/06/2019,27,7341,2,64
09/06/2019,17,8975,2,19
10/06/2019,39,8002,2,29
11/06/2019,35,9165,2,18
12/06/2019,26,5690,2,93
13/06/2019,33,8720,2,10
14/06/2019,17,5311,2,83
15/06/2019,35,8322,2,77
16/06/2019,16,5061,2,14
17/06/2019,34,9459,2,92
18/06/2019,44,9435,2,56
19/06/2019,40,9014,2,78
20/06/2019,36,5235,2,64
21/06/2019,46,8454,2,60
22/06/2019,36,8167,2,45
23/06/2019,33,6887,2,34
24/06/2019,27,5973,2,28
25/06/2019,33,8779,2,3
26/06/2019,43,9028,2,14
27/06/2019,22,9987,2,82
28/06/2019,32,6370,2,81
29/06/2019,19,7741,2,71
30/06/2019,16,8280,2,77
01/07/2019,17,9418,2,83
02/07/2019,35,8623,2,80
03/07/2019,17,9513,2,7
04/07/2019,20,8333,2,16
05/07/2019,17,7642,2,57
06/07/2019,39,9708,2,9
07/07/2019,41,8235,2,78
08/07/2019,30,7264,2,33
09/07/2019,19,5102,2,53
10/07/2019,48,6912,2,1
11/07/2019,45,5491,2,98
12/07/2019,49,6651,2,61
13/07/2019,17,9815,2,20
14/07/2019,24,6050,2,7
15/07/2019,43,9254,2,18
16/07/2019,16,9123,2,5
17/07/2019,43,8201,2,53
18/07/2019,23,9621,2,23
19/07/2019,30,7090,2,15
20/07/2019,36,9459,2,9
21/07/2019,45,5692,2,8
22/07/2019,15,7530,2,15
23/07/2019,44,6012,2,6
24/07/2019,43,5933,2,80
25/07/2019,37,8221,2,87
26/07/2019,38,6654,2,35
27/07/2019,36,9488,2,51
28/07/2019,39,9464,2,70
29/07/2019,36,7948,2,32
30/07/2019,38,8888,2,90
31/07/2019,21,8766,2,91
01/08/2019,41,5297,2,16
02/08/2019,43,6437,2,16
03/08/2019,47,5795,2,89
04/08/2019,50,8802,2,21
05/08/2019,33,5876,2,86
06/08/2019,31,5851,2,99
07/08/2019,17,8092,2,25
08/08/2019,31,8083,2,85
09/08/2019,49,5793,2,1
10/08/2019,38,9857,2,16
11/08/2019,19,9830,2,93
12/08/2019,36,8148,2,59
13/08/2019,49,9658,2,78
14/08/2019,36,8529,2,3
15/08/2019,40,8991,2,74
16/08/2019,33,7126,2,5
17/08/2019,48,9115,2,53
18/08/2019,33,9417,2,75
19/08/2019,15,5720,2,19
20/08/2019,40,5021,2,24
21/08/2019,37,6847,2,3
22/08/2019,36,8487,2,89
23/08/2019,39,6330,2,66
24/08/2019,34,6081,2,26
25/08/2019,15,9051,2,89
26/08/2019,28,5109,2,64
27/08/2019,25,7651,2,86
28/08/2019,34,6439,2,25
29/08/2019,35,7490,2,58
30/08/2019,41,5604,2,94
31/08/2019,25,9967,2,61
01/09/2019,34,7253,2,35
02/09/2019,42,5455,2,31
03/09/2019,42,6415,2,93
04/09/2019,18,9128,2,56
05/09/2019,49,8368,2,20
06/09/2019,16,7333,2,75
07/09/2019,42,7439,2,65
08/09/2019,41,8470,2,33
09/09/2019,40,5239,2,68
10/09/2019,30,7682,2,96
11/09/2019,47,6433,2,26
12/09/2019,46,9747,2,53
13/09/2019,41,9896,2,100
14/09/2019,47,7645,2,91
15/09/2019,34,7856,2,41
16/09/2019,41,7015,2,91
17/09/2019,25,8576,2,50
18/09/2019,38,5088,2,65
19/09/2019,33,9798,2,18
20/09/2019,22,5874,2,73
21/09/2019,27,9632,2,86
22/09/2019,49,8488,2,31
23/09/2019,45,7159,2,64
24/09/2019,42,9602,2,75
25/09/2019,36,7597,2,24
26/09/2019,21,9138,2,95
27/09/2019,16,6108,2,81
28/09/2019,50,7021,2,1
29/09/2019,23,8196,2,27
30/09/2019,27,7952,2,67
01/10/2019,27,6176,2,47
02/10/2019,35,8277,2,17
03/10/2019,45,8549,2,100
04/10/2019,48,5986,2,63
05/10/2019,15,9639,2,9
06/10/2019,45,9097,2,53
07/10/2019,44,8857,2,70
08/10/2019,32,5039,2,18
09/10/2019,32,5326,2,33
10/10/2019,30,8802,2,25
11/10/2019,43,6982,2,22
12/10/2019,27,8072,2,8
13/10/2019,47,9825,2,15
14/10/2019,20,6009,2,41
15/10/2019,43,9243,2,31
16/10/2019,46,5800,2,20
17/10/2019,26,8294,2,40
18/10/2019,40,9573,2,28
19/10/2019,19,8307,2,2
20/10/2019,48,7257,2,28
21/10/2019,45,9109,2,12
22/10/2019,23,7295,2,66
23/10/2019,47,7713,2,65
24/10/2019,50,8840,2,59
25/10/2019,47,8052,2,19
26/10/2019,38,6545,2,11
27/10/2019,42,5487,2,93
28/10/2019,27,6184,2,94
29/10/2019,24,6561,2,81
30/10/2019,46,9800,2,35
31/10/2019,31,9514,2,88
01/11/2019,15,8165,2,79
02/11/2019,21,9467,2,71
03/11/2019,44,7881,2,41
04/11/2019,25,5788,2,67
05/11/2019,19,5676,2,5
06/11/2019,28,6846,2,60
07/11/2019,45,5644,2,7
08/11/2019,43,7529,2,96
09/11/2019,50,6581,2,26
10/11/2019,25,5015,2,19
11/11/2019,17,7065,2,94
12/11/2019,25,9980,2,59
13/11/2019,37,7740,2,100
14/11/2019,37,8388,2,91
15/11/2019,23,9360,2,70
16/11/2019,23,5371,2,25
17/11/2019,44,5935,2,47
18/11/2019,15,8689,2,11
19/11/2019,21,7100,2,43
20/11/2019,41,9178,2,90
21/11/2019,38,6320,2,23
22/11/2019,38,8219,2,67
23/11/2019,41,9661,2,91
24/11/2019,46,6636,2,52
25/11/2019,39,9418,2,71
26/11/2019,44,8318,2,69
27/11/2019,30,8661,2,74
28/11/2019,48,7460,2,98
29/11/2019,20,9186,2,79
30/11/2019,41,6729,2,43
01/12/2019,31,7329,2,21
02/12/2019,17,5579,2,97
03/12/2019,35,5891,2,53
04/12/2019,40,7484,2,13
05/12/2019,25,8928,2,42
06/12/2019,36,6936,2,97
07/12/2019,38,6652,2,89
08/12/2019,47,8463,2,39
09/12/2019,16,9177,2,94
10/12/2019,36,9537,2,92
11/12/2019,45,9133,2,10
12/12/2019,34,5325,2,83
13/12/2019,21,6937,2,95
14/12/2019,29,9004,2,99
15/12/2019,16,5565,2,21
16/12/2019,21,7521,2,33
17/12/2019,16,9874,2,91
18/12/2019,46,7286,2,65
19/12/2019,21,7327,2,100
20/12/2019,18,5840,2,60
21/12/2019,25,5224,2,29
22/12/2019,27,8052,2,86
23/12/2019,50,5099,2,77
24/12/2019,27,8519,2,84
25/12/2019,22,8502,2,28
26/12/2019,20,7721,2,23
27/12/2019,42,7548,2,59
28/12/2019,17,6003,2,82
29/12/2019,48,9845,2,29
30/12/2019,15,7907,2,91
31/12/2019,24,9914,2,87
01/01/2020,25,5968,2,87
02/01/2020,44,8505,2,52
03/01/2020,36,5342,2,48
04/01/2020,50,9553,2,3
05/01/2020,22,6417,2,57
06/01/2020,19,7214,2,80
07/01/2020,47,5070,2,87
08/01/2020,15,9482,2,0
09/01/2020,44,8385,2,13
10/01/2020,31,9717,2,76
11/01/2020,50,9271,2,98
12/01/2020,47,9712,2,76
13/01/2020,36,6155,2,74
14/01/2020,39,9029,2,34
15/01/2020,31,8386,2,75
16/01/2020,38,9313,2,74
17/01/2020,40,7242,2,49
18/01/2020,27,7348,2,4
19/01/2020,32,6713,2,42
20/01/2020,39,5683,2,34
21/01/2020,21,5623,2,60
22/01/2020,50,9474,2,91
23/01/2020,22,6414,2,9
24/01/2020,48,8221,2,98
25/01/2020,17,7472,2,64
26/01/2020,36,8653,2,81
27/01/2020,27,9052,2,82
28/01/2020,43,7713,2,5
29/01/2020,27,6996,2,38
30/01/2020,24,8844,2,63
31/01/2020,15,5731,2,0
01/02/2020,32,6625,2,19
02/02/2020,22,7674,2,84
03/02/2020,28,5910,2,58
04/02/2020,35,5979,2,4
05/02/2020,20,5052,2,100
06/02/2020,39,6066,2,71
07/02/2020,15,5621,2,1
08/02/2020,18,5631,2,89
09/02/2020,29,7496,2,40
10/02/2020,47,5914,2,34
11/02/2020,24,9941,2,74
12/02/2020,47,5400,2,41
13/02/2020,43,9387,2,76
14/02/2020,35,6153,2,2
15/02/2020,42,9598,2,32
16/02/2020,19,8384,2,77
17/02/2020,19,6179,2,61
18/02/2020,27,9820,2,84
19/02/2020,20,6427,2,96
20/02/2020,39,9169,2,22
21/02/2020,19,8165,2,13
22/02/2020,25,6052,2,86
23/02/2020,25,5707,2,80
24/02/2020,19,6440,2,52
25/02/2020,28,6658,2,87
26/02/2020,16,7536,2,60
27/02/2020,38,5392,2,92
28/02/2020,18,6189,2,85
29/02/2020,39,5198,2,47
01/03/2020,34,5714,2,17
02/03/2020,24,9097,2,2
03/03/2020,27,8505,2,58
04/03/2020,26,6647,2,98
05/03/2020,31,9922,2,19
06/03/2020,15,5639,2,4
07/03/2020,37,7044,2,3
08/03/2020,21,7680,2,74
09/03/2020,40,7744,2,60
10/03/2020,35,9111,2,26
11/03/2020,28,8426,2,59
12/03/2020,24,5100,2,16
13/03/2020,30,8645,2,100
14/03/2020,25,7664,2,6
15/03/2020,32,6326,2,55
16/03/2020,17,7733,2,22
17/03/2020,28,7951,2,82
18/03/2020,26,7212,2,83
19/03/2020,35,7690,2,92
20/03/2020,45,7768,2,89
21/03/2020,15,6138,2,86
22/03/2020,23,8919,2,62
23/03/2020,21,9903,2,5
24/03/2020,43,9080,2,19
25/03/2020,20,7427,2,97
26/03/2020,31,6629,2,38
27/03/2020,43,6760,2,33
28/03/2020,23,7134,2,70
29/03/2020,47,9190,2,75
30/03/2020,25,9536,2,74
31/03/2020,50,7197,2,40
01/04/2020,44,9586,2,52
02/04/2020,33,9708,2,15
03/04/2020,46,9385,2,69
04/04/2020,40,7367,2,91
05/04/2020,39,6513,2,34
06/04/2020,42,9249,2,22
07/04/2020,27,8046,2,57
08/04/2020,41,6221,2,35
09/04/2020,30,8263,2,64
10/04/2020,18,5116,2,46
11/04/2020,36,9521,2,12
12/04/2020,42,8160,2,26
13/04/2020,41,8866,2,96
14/04/2020,41,7579,2,77
15/04/2020,43,5383,2,50
16/04/2020,39,8516,2,17
17/04/2020,43,5194,2,48
18/04/2020,36,6524,2,94
19/04/2020,46,8692,2,57
20/04/2020,38,9355,2,70
21/04/2020,47,5325,2,74
22/04/2020,48,7910,2,30
23/04/2020,23,8484,2,8
24/04/2020,29,5388,2,91
25/04/2020,46,9798,2,3
26/04/2020,25,8326,2,66
27/04/2020,39,7833,2,83
28/04/2020,43,9129,2,71
29/04/2020,30,6200,2,3
30/04/2020,32,6329,2,99
01/05/2020,44,5320,2,37
02/05/2020,33,7289,2,69
03/05/2020,40,5402,2,47
04/05/2020,19,8988,2,69
05/05/2020,15,7461,2,29
06/05/2020,35,6924,2,87
07/05/2020,29,8614,2,53
08/05/2020,20,5450,2,59
09/05/2020,22,8645,2,65
10/05/2020,20,8207,2,33
11/05/2020,48,8903,2,80
12/05/2020,17,9730,2,78
13/05/2020,26,9143,2,86
14/05/2020,46,6352,2,64
15/05/2020,49,8136,2,50
16/05/2020,20,6840,2,74
17/05/2020,39,9316,2,58
18/05/2020,32,6307,2,51
19/05/2020,38,9833,2,25
20/05/2020,45,9637,2,10
21/05/2020,25,5435,2,72
22/05/2020,47,6021,2,71
23/05/2020,22,9419,2,39
24/05/2020,25,8693,2,97
25/05/2020,27,5835,2,67
26/05/2020,24,5532,2,98
27/05/2020,49,5916,2,73
28/05/2020,23,8841,2,70
29/05/2020,35,9847,2,82
30/05/2020,49,9717,2,90
31/05/2020,40,7336,2,52
01/06/2020,33,7379,2,9
02/06/2020,45,6904,2,93
03/06/2020,21,9696,2,29
04/06/2020,20,9446,2,91
05/06/2020,42,6857,2,97
06/06/2020,33,7352,2,47
07/06/2020,32,6475,2,84
08/06/2020,24,9345,2,11
09/06/2020,48,7728,2,45
10/06/2020,41,5223,2,57
11/06/2020,42,8617,2,96
12/06/2020,46,6030,2,13
13/06/2020,38,7728,2,32
14/06/2020,20,5488,2,65
15/06/2020,40,7961,2,27
16/06/2020,30,5781,2,21
17/06/2020,34,6639,2,84
18/06/2020,33,8066,2,17
19/06/2020,21,5643,2,80
20/06/2020,29,9972,2,60
21/06/2020,50,6308,2,98
22/06/2020,15,6078,2,97
23/06/2020,43,6963,2,96
24/06/2020,43,5919,2,16
25/06/2020,47,5146,2,66
26/06/2020,39,8139,2,99
27/06/2020,36,8799,2,19
28/06/2020,16,9238,2,30
29/06/2020,21,6305,2,33
30/06/2020,38,9549,2,41
01/07/2020,32,9826,2,28
02/07/2020,24,5775,2,1
03/07/2020,23,8277,2,53
04/07/2020,29,5250,2,31
05/07/2020,43,5386,2,67
06/07/2020,50,9382,2,27
07/07/2020,26,5202,2,61
08/07/2020,19,5883,2,10
09/07/2020,22,5666,2,73
10/07/2020,32,8630,2,65
11/07/2020,31,8208,2,84
12/07/2020,17,6367,2,56
13/07/2020,16,9046,2,82
14/07/2020,29,8367,2,62
15/07/2020,28,7567,2,22
16/07/2020,42,7536,2,42
17/07/2020,28,7074,2,2
18/07/2020,49,5169,2,100
19/07/2020,49,8331,2,62
20/07/2020,50,9665,2,7
21/07/2020,46,9973,2,25
22/07/2020,50,8807,2,83
23/07/2020,32,8739,2,93
24/07/2020,21,8021,2,1
25/07/2020,38,6650,2,57
26/07/2020,38,8705,2,11
27/07/2020,19,9216,2,100
28/07/2020,27,5573,2,17
29/07/2020,15,8719,2,70
30/07/2020,47,5535,2,65
31/07/2020,41,9897,2,3
01/08/2020,34,9371,2,61
02/08/2020,32,6041,2,3
03/08/2020,34,8002,2,1
04/08/2020,47,6055,2,52
05/08/2020,19,7932,2,67
06/08/2020,31,8288,2,38
07/08/2020,37,6567,2,2
08/08/2020,29,9231,2,60
09/08/2020,41,5249,2,65
10/08/2020,33,9367,2,72
11/08/2020,20,5791,2,82
12/08/2020,48,8188,2,29
13/08/2020,42,5058,2,88
14/08/2020,38,7958,2,69
15/08/2020,36,8069,2,23
16/08/2020,16,5985,2,82
17/08/2020,46,7911,2,55
18/08/2020,31,9877,2,19
19/08/2020,25,6746,2,96
20/08/2020,18,9736,2,86
21/08/2020,21,6860,2,86
22/08/2020,20,9732,2,67
23/08/2020,49,9134,2,17
24/08/2020,43,7870,2,44
25/08/2020,29,6372,2,48
26/08/2020,18,7207,2,72
27/08/2020,45,8788,2,28
28/08/2020,15,9966,2,95
29/08/2020,25,5613,2,30
30/08/2020,18,9512,2,3
31/08/2020,47,8716,2,65
01/09/2020,40,5406,2,45
02/09/2020,23,6984,2,40
03/09/2020,42,7965,2,92
04/09/2020,17,9622,2,43
05/09/2020,45,5240,2,72
06/09/2020,15,9410,2,60
07/09/2020,22,8403,2,95
08/09/2020,50,5403,2,4
09/09/2020,46,8269,2,72
10/09/2020,45,6125,2,28
11/09/2020,32,6173,2,0
12/09/2020,29,7218,2,86
13/09/2020,28,6090,2,83
14/09/2020,22,6760,2,53
15/09/2020,18,8154,2,73
16/09/2020,21,9904,2,62
17/09/2020,20,9348,2,43
18/09/2020,15,5906,2,92
19/09/2020,37,7835,2,15
20/09/2020,32,9320,2,45
21/09/2020,41,5689,2,54
22/09/2020,47,5262,2,69
23/09/2020,41,6124,2,32
24/09/2020,21,7288,2,49
25/09/2020,49,8000,2,64
26/09/2020,20,6120,2,45
27/09/2020,23,7007,2,58
28/09/2020,40,9714,2,43
29/09/2020,16,7038,2,56
30/09/2020,18,8238,2,22
01/10/2020,50,8555,2,90
02/10/2020,47,8642,2,7
03/10/2020,22,8011,2,88
04/10/2020,46,7521,2,4
05/10/2020,16,9752,2,0
06/10/2020,30,7871,2,78
07/10/2020,38,7971,2,35
08/10/2020,26,8235,2,14
09/10/2020,20,5194,2,81
